"satisfaction_level","last_evaluation","number_project","average_monthly_hours","time_spend_company","work_accident","left","promotion_last_5years","department","salary"
0.49,0.99,5,262,21,1,0,0,"sales","medium"
0.69,0.91,4,128,43,1,0,0,"sales","medium"
0.96,1,3,231,67,0,0,0,"sales","medium"
0.87,0.54,3,260,15,0,0,0,"sales","medium"
0.36,0.4,3,160,41,0,0,0,"accounting","medium"
0.86,1,3,166,32,1,0,0,"accounting","medium"
0.79,0.74,4,222,21,0,0,0,"accounting","medium"
1,0.52,4,171,62,0,0,0,"hr","medium"
0.88,0.88,3,220,49,0,0,0,"hr","medium"
0.49,0.65,4,176,33,1,0,0,"hr","medium"
0.52,0.62,3,160,28,0,0,0,"hr","medium"
0.76,0.78,3,162,29,0,0,0,"technical","medium"
0.69,0.91,3,167,28,0,0,0,"technical","medium"
0.69,0.81,5,217,17,0,0,0,"technical","medium"
0.75,0.58,3,159,44,0,0,0,"technical","medium"
0.47,0.47,4,191,43,0,0,0,"technical","medium"
0.88,1,3,125,41,0,0,0,"technical","medium"
0.49,0.43,5,210,51,1,0,0,"technical","medium"
0.92,0.67,4,241,35,0,0,0,"technical","high"
0.24,0.48,4,145,37,1,0,0,"technical","high"
0.69,1,5,237,27,0,0,0,"technical","high"
0.81,0.57,4,213,49,0,0,0,"technical","high"
0.61,0.48,4,257,21,0,0,0,"support","high"
0.75,0.86,6,114,51,0,0,0,"support","high"
0.69,0.86,4,214,21,0,0,0,"support","high"
0.53,0.49,3,191,28,0,0,0,"support","high"
0.93,0.96,4,223,35,1,0,0,"support","high"
0.15,0.67,5,249,62,0,0,0,"support","high"
0.48,0.41,5,286,36,0,0,0,"support","high"
0.67,0.73,4,251,51,0,0,0,"support","high"
0.36,0.93,3,162,57,0,0,0,"support","low"
0.35,0.54,3,138,49,0,0,0,"support","low"
0.65,0.62,4,235,39,0,0,0,"support","low"
0.8,0.5,4,125,37,0,0,0,"technical","low"
0.97,0.96,5,210,67,1,0,0,"technical","low"
0.67,0.64,4,136,35,0,0,0,"technical","low"
0.58,0.78,3,223,34,0,0,0,"management","low"
0.61,0.67,3,188,62,0,0,0,"IT","low"
0.97,0.66,4,214,23,1,0,0,"IT","low"
0.87,0.97,4,160,34,0,0,0,"IT","low"
0.8,0.71,4,200,32,0,0,0,"IT","low"
0.91,0.55,3,223,28,0,0,0,"IT","low"
0.63,0.73,3,272,29,0,0,0,"product_mng","low"
0.79,0.96,4,170,22,0,0,0,"product_mng","low"
0.89,0.57,2,235,26,1,0,0,"product_mng","low"
1,0.87,3,274,32,0,0,0,"product_mng","medium"
0.6,0.73,5,203,23,0,0,0,"IT","medium"
0.7,0.8,4,236,25,0,0,0,"RandD","medium"
0.79,0.81,4,203,33,0,0,0,"RandD","medium"
0.88,0.72,4,249,27,1,0,0,"RandD","medium"
0.87,0.48,4,133,28,0,0,0,"RandD","medium"
0.52,0.58,3,203,37,0,0,0,"RandD","medium"
0.59,0.75,3,168,35,0,0,0,"RandD","medium"
0.64,0.75,4,172,51,0,0,0,"marketing","medium"
0.81,0.83,3,177,34,0,0,0,"sales","medium"
0.87,0.57,3,149,33,0,0,0,"accounting","medium"
0.74,0.61,3,231,28,0,0,0,"support","medium"
0.73,0.89,3,226,41,1,0,0,"technical","high"
0.97,0.58,4,187,48,1,0,0,"management","high"
0.54,0.81,3,145,29,0,0,0,"marketing","high"
0.59,0.55,4,138,35,0,0,0,"marketing","high"
0.99,0.95,3,153,48,0,0,0,"marketing","high"
0.79,0.75,4,168,33,0,0,0,"sales","high"
0.96,0.37,3,111,34,0,0,0,"sales","high"
0.54,0.67,3,154,26,0,0,0,"sales","high"
0.79,0.84,4,171,34,0,0,0,"sales","low"
0.64,0.79,3,253,24,0,0,0,"sales","low"
0.65,0.53,4,160,30,0,0,0,"sales","low"
0.87,0.86,3,196,51,0,0,0,"sales","low"
0.7,0.59,4,178,34,0,0,0,"sales","low"
0.89,0.81,3,268,41,0,0,0,"sales","low"
0.61,0.58,6,146,38,0,0,0,"sales","low"
0.9,0.49,4,185,26,0,0,0,"sales","low"
0.49,0.54,4,247,40,1,0,0,"sales","medium"
0.85,0.97,4,210,13,0,0,0,"sales","medium"
0.54,0.58,3,234,30,0,0,0,"sales","medium"
0.64,0.57,4,271,26,0,0,0,"sales","medium"
0.81,0.77,5,102,58,0,0,0,"sales","medium"
0.49,0.66,3,163,27,0,0,0,"sales","medium"
0.58,0.57,3,144,48,1,0,0,"sales","medium"
0.62,0.49,3,172,35,0,0,0,"sales","medium"
0.8,0.84,3,203,38,1,0,0,"accounting","medium"
0.64,0.64,3,192,38,1,0,0,"accounting","medium"
0.81,0.86,5,159,27,0,0,0,"accounting","medium"
0.8,0.74,3,159,22,0,0,0,"hr","medium"
0.92,0.81,4,206,27,0,0,0,"hr","medium"
0.66,0.98,4,225,22,1,0,0,"hr","medium"
0.79,0.89,3,252,27,0,0,0,"hr","medium"
0.74,0.54,6,113,32,0,0,0,"technical","medium"
0.79,0.74,3,238,27,0,0,0,"technical","medium"
0.87,0.94,3,217,39,0,0,0,"technical","medium"
0.49,0.57,4,145,28,0,0,0,"technical","medium"
0.3,0.44,5,128,47,1,0,0,"technical","medium"
0.85,0.89,4,177,33,0,0,0,"technical","medium"
0.61,0.97,4,256,57,0,0,0,"technical","medium"
0.68,0.55,3,182,35,1,0,0,"technical","medium"
0.67,0.67,4,226,14,0,0,0,"technical","high"
0.63,0.73,5,168,34,0,0,0,"technical","low"
0.63,0.94,4,145,37,0,0,0,"technical","medium"
0.5,0.88,4,172,47,0,0,0,"support","medium"
0.7,0.55,4,233,23,0,0,0,"support","medium"
0.18,0.46,5,202,49,0,0,0,"support","medium"
0.77,0.55,5,255,30,0,0,0,"support","medium"
0.78,0.61,3,257,31,0,0,0,"support","medium"
0.54,0.77,3,185,24,0,0,0,"support","medium"
0.9,0.69,3,231,56,0,0,0,"support","medium"
0.56,0.76,3,207,22,0,0,0,"support","medium"
0.63,0.81,3,215,41,0,0,0,"support","medium"
0.68,0.75,5,243,36,1,0,0,"support","low"
0.96,0.54,3,198,37,0,0,0,"support","low"
0.85,0.87,6,232,74,0,0,0,"technical","low"
0.82,0.66,4,150,42,0,0,0,"technical","low"
0.44,0.39,2,188,39,0,0,0,"technical","low"
0.86,0.97,4,155,40,0,0,0,"management","low"
0.56,0.68,3,109,33,0,0,0,"IT","low"
0.69,0.94,3,170,34,0,0,0,"IT","high"
0.91,0.85,5,214,24,0,0,0,"IT","low"
0.99,0.94,3,244,42,0,0,0,"IT","high"
0.76,0.84,5,137,52,0,0,0,"IT","high"
0.63,0.67,5,250,26,0,0,0,"product_mng","low"
0.21,0.62,4,247,27,1,0,0,"product_mng","low"
0.63,0.43,2,222,54,0,0,0,"product_mng","high"
0.58,0.51,2,100,30,0,0,0,"product_mng","low"
0.52,0.84,4,212,40,0,0,0,"IT","medium"
0.89,0.64,3,184,57,0,0,0,"RandD","high"
0.81,0.81,4,177,49,0,0,0,"RandD","medium"
0.62,0.73,3,138,32,0,0,0,"RandD","medium"
0.83,0.5,4,167,40,1,0,0,"RandD","medium"
0.85,0.99,3,201,34,0,0,0,"RandD","medium"
0.52,0.61,5,162,39,0,0,0,"marketing","high"
0.57,0.97,5,126,59,0,0,0,"sales","medium"
0.93,1,4,145,32,0,0,0,"accounting","medium"
0.78,0.89,3,211,40,0,0,0,"support","medium"
0.65,0.59,3,167,30,0,0,0,"technical","high"
0.42,0.74,5,256,63,0,0,0,"management","medium"
0.22,0.61,6,237,52,0,0,0,"marketing","high"
0.71,0.96,5,135,55,1,0,0,"marketing","low"
0.44,0.68,5,209,45,0,0,0,"marketing","medium"
0.6,0.52,4,190,36,0,0,0,"sales","medium"
0.68,0.61,3,134,49,0,0,0,"sales","medium"
0.53,0.41,2,148,27,1,0,0,"sales","medium"
0.8,0.82,4,202,29,0,0,0,"sales","low"
0.97,0.82,4,176,21,0,0,0,"sales","low"
0.47,0.47,2,221,79,0,0,0,"sales","low"
0.96,0.93,3,156,37,0,0,0,"sales","low"
0.81,0.45,6,98,33,0,0,0,"sales","low"
0.86,0.65,4,134,55,0,0,0,"sales","low"
0.59,0.82,4,203,48,1,0,0,"sales","low"
0.53,0.97,3,189,42,0,0,0,"sales","low"
0.57,0.86,3,258,23,0,0,0,"sales","low"
0.7,0.48,4,237,34,0,0,0,"sales","low"
0.58,0.59,4,224,38,0,0,0,"sales","high"
0.43,0.86,5,125,29,1,0,0,"sales","low"
0.92,0.82,4,207,48,0,0,0,"sales","low"
0.24,0.7,5,194,45,0,0,0,"sales","low"
0.67,0.52,3,273,33,0,0,0,"sales","low"
0.68,0.84,3,209,40,0,0,0,"sales","high"
0.54,0.75,3,181,36,0,0,0,"accounting","low"
0.73,0.63,3,172,44,1,0,0,"accounting","low"
0.59,0.41,4,139,34,0,0,0,"accounting","low"
0.22,0.64,6,260,48,0,0,0,"hr","high"
0.49,0.83,3,168,43,1,0,0,"hr","low"
0.91,1,6,242,31,1,0,0,"hr","medium"
0.18,0.97,4,206,35,0,0,0,"hr","high"
0.71,0.41,5,107,41,0,0,0,"technical","medium"
0.56,0.66,5,216,15,0,0,0,"technical","high"
0.84,0.62,4,152,37,0,0,0,"technical","medium"
0.59,0.49,5,122,58,0,0,0,"technical","medium"
0.88,0.62,4,138,40,0,0,0,"technical","medium"
0.8,0.52,3,182,20,0,0,0,"technical","medium"
0.53,0.63,3,205,26,0,0,0,"technical","medium"
0.53,0.83,3,267,53,0,0,0,"technical","medium"
0.3,0.67,3,150,38,0,0,0,"technical","medium"
0.91,0.7,4,134,33,0,0,0,"technical","medium"
0.32,0.66,5,116,47,1,0,0,"technical","high"
0.73,0.87,3,181,46,0,0,0,"support","low"
0.87,0.54,3,268,41,0,0,0,"support","medium"
0.57,0.73,3,129,37,0,0,0,"support","medium"
0.62,0.94,3,151,48,0,0,0,"support","medium"
0.55,0.91,3,243,42,0,0,0,"support","medium"
0.93,0.57,5,143,27,0,0,0,"support","medium"
0.3,0.47,6,156,21,1,0,0,"support","medium"
0.57,0.7,3,210,15,0,0,0,"support","medium"
0.9,0.85,4,279,70,0,0,0,"support","medium"
0.83,0.79,4,270,20,1,0,0,"support","medium"
0.38,0.64,5,160,36,0,0,0,"support","high"
0.97,0.95,4,173,22,0,0,0,"technical","low"
0.7,1,4,261,37,0,0,0,"technical","low"
0.26,0.73,4,178,69,0,0,0,"technical","low"
0.58,0.58,3,122,40,0,0,0,"management","high"
0.69,0.57,5,227,51,0,0,0,"IT","low"
0.88,0.6,2,168,38,0,0,0,"IT","low"
0.57,0.91,4,252,57,0,0,0,"IT","low"
0.94,0.8,5,170,46,0,0,0,"IT","high"
0.94,0.58,3,135,30,0,0,0,"IT","low"
0.46,0.49,5,286,63,0,0,0,"product_mng","low"
0.49,0.57,2,213,44,1,0,0,"product_mng","low"
0.96,1,5,148,47,0,0,0,"product_mng","low"
0.29,0.95,5,117,46,0,0,0,"product_mng","low"
0.94,0.69,3,164,25,0,0,0,"IT","low"
0.56,0.64,3,262,29,1,0,0,"RandD","low"
0.18,0.49,5,250,61,1,0,0,"RandD","medium"
0.84,0.83,4,222,39,0,0,0,"RandD","medium"
0.58,0.96,3,192,46,0,0,0,"RandD","medium"
0.21,0.6,5,151,78,0,0,0,"RandD","medium"
0.59,0.53,4,216,27,0,0,0,"marketing","medium"
0.66,0.65,3,234,24,0,0,0,"marketing","medium"
0.58,0.82,4,268,33,0,0,0,"sales","medium"
0.66,0.49,4,194,50,0,0,0,"accounting","medium"
0.56,0.78,3,200,28,0,0,0,"support","medium"
0.92,0.78,3,194,35,0,0,0,"technical","medium"
0.56,0.69,3,176,46,0,0,0,"management","medium"
0.57,0.59,4,158,34,0,0,0,"marketing","medium"
0.99,0.79,3,271,42,0,0,0,"marketing","high"
0.76,0.93,4,187,55,0,0,0,"marketing","low"
0.78,0.91,4,202,24,0,0,0,"sales","medium"
0.99,0.48,5,202,32,0,0,0,"sales","medium"
0.71,0.95,6,204,47,1,0,0,"sales","medium"
0.51,0.96,4,204,33,1,0,0,"sales","medium"
0.88,0.82,3,244,39,0,0,0,"sales","low"
0.96,0.83,3,234,41,0,0,0,"sales","low"
0.9,0.64,4,217,36,0,0,0,"sales","low"
0.77,0.51,4,142,51,0,0,0,"sales","low"
0.95,0.5,4,186,40,1,0,0,"sales","low"
0.85,0.67,3,267,16,1,0,0,"sales","low"
0.46,0.79,2,108,48,0,0,0,"sales","low"
0.57,0.95,3,274,39,0,0,0,"sales","low"
0.93,1,3,148,43,0,0,0,"sales","low"
0.78,0.68,5,168,33,0,0,0,"sales","low"
0.68,1,4,185,31,1,0,0,"sales","low"
0.83,0.78,3,257,27,0,0,0,"sales","low"
0.56,0.51,5,256,66,1,0,0,"sales","low"
0.93,0.78,2,188,11,0,0,0,"sales","low"
0.13,0.53,6,173,48,0,0,0,"sales","low"
0.71,0.99,5,208,23,1,0,0,"accounting","low"
0.98,0.74,4,202,37,0,0,0,"accounting","low"
0.83,0.82,3,134,36,0,0,0,"accounting","low"
0.78,0.65,3,154,32,0,0,0,"hr","low"
0.35,0.58,3,103,46,0,0,0,"hr","low"
0.67,0.55,4,256,79,0,0,0,"hr","low"
0.86,0.88,4,274,32,0,0,0,"hr","medium"
0.33,0.61,2,163,39,0,0,0,"technical","medium"
0.3,0.86,6,232,34,0,0,0,"technical","medium"
0.75,0.63,4,268,30,0,0,0,"technical","medium"
0.8,0.98,3,209,31,0,0,0,"technical","medium"
0.98,0.53,5,238,30,0,0,0,"technical","medium"
0.72,0.48,3,155,24,0,0,0,"technical","medium"
0.82,0.52,5,270,32,0,0,0,"technical","medium"
0.91,0.59,3,134,26,1,0,0,"technical","medium"
0.84,0.78,3,221,35,1,0,0,"technical","medium"
0.95,0.74,4,258,40,0,0,0,"technical","medium"
0.53,0.51,6,272,55,0,0,0,"technical","medium"
0.5,0.5,4,184,36,0,0,0,"support","high"
0.36,0.95,6,276,18,0,0,0,"support","low"
0.33,0.38,4,186,43,0,0,0,"support","medium"
0.38,0.47,3,189,48,0,0,0,"support","medium"
0.7,0.9,3,224,35,0,0,0,"support","medium"
0.44,0.45,6,237,74,0,0,0,"support","medium"
0.32,0.66,3,144,13,0,0,0,"support","low"
0.63,0.93,6,171,38,1,0,0,"support","low"
0.56,0.54,3,232,27,0,0,0,"support","low"
0.56,0.78,4,193,15,1,0,0,"support","low"
0.81,0.78,3,166,33,0,0,0,"support","low"
0.89,0.75,3,167,27,0,0,0,"technical","low"
0.63,0.87,2,101,38,0,0,0,"technical","low"
0.64,0.66,5,266,38,0,0,0,"technical","low"
0.46,0.53,3,135,26,0,0,0,"management","low"
0.76,0.56,4,137,40,0,0,0,"IT","low"
0.99,0.71,3,191,35,0,0,0,"IT","low"
0.85,0.76,4,262,18,0,0,0,"IT","low"
0.78,0.99,3,174,38,0,0,0,"IT","low"
0.91,0.56,4,241,34,0,0,0,"IT","low"
0.16,0.57,5,144,43,1,0,0,"product_mng","low"
0.71,0.57,3,218,43,0,0,0,"product_mng","low"
0.92,0.68,5,210,21,0,0,0,"product_mng","low"
0.21,0.98,6,208,59,1,0,0,"product_mng","low"
0.74,0.6,3,232,30,0,0,0,"IT","low"
0.76,0.6,3,140,20,0,0,0,"RandD","low"
0.62,0.95,3,189,46,0,0,0,"RandD","low"
1,0.61,5,264,32,0,0,0,"RandD","medium"
0.67,0.54,5,157,18,0,0,0,"RandD","medium"
0.81,0.87,4,161,32,0,0,0,"RandD","medium"
0.84,0.69,4,149,42,0,0,0,"marketing","medium"
0.84,0.99,3,144,45,0,0,0,"sales","medium"
0.97,0.97,4,242,22,0,0,0,"accounting","medium"
0.7,0.5,6,214,59,0,0,0,"support","medium"
0.52,0.74,4,174,35,0,0,0,"technical","medium"
0.46,0.88,5,169,42,0,0,0,"management","medium"
1,0.87,4,268,26,0,0,0,"marketing","medium"
0.91,0.58,3,257,30,0,0,0,"marketing","medium"
0.16,0.69,4,187,58,0,0,0,"marketing","medium"
0.58,0.62,5,270,26,0,0,0,"sales","high"
0.75,0.61,5,173,55,0,0,0,"sales","low"
0.96,0.62,6,193,51,0,0,0,"sales","medium"
0.92,0.78,4,212,35,0,0,0,"sales","medium"
0.35,0.63,3,156,32,0,0,0,"sales","medium"
0.56,0.96,3,244,39,0,0,0,"sales","medium"
0.27,0.96,3,255,49,0,0,0,"sales","low"
0.66,0.72,5,152,32,1,0,0,"sales","low"
0.66,0.98,4,163,36,1,0,0,"sales","low"
0.98,0.69,3,150,17,0,0,0,"sales","low"
0.51,0.58,4,169,22,0,0,0,"sales","low"
0.51,0.83,3,133,35,0,0,0,"sales","low"
0.53,0.94,4,202,31,1,0,0,"sales","low"
0.69,0.7,4,169,20,0,0,0,"sales","low"
0.66,0.74,4,270,27,1,0,0,"sales","low"
0.89,0.76,3,251,30,1,0,0,"sales","low"
0.74,0.64,3,267,62,0,0,0,"sales","low"
0.82,0.75,4,224,39,0,0,0,"sales","low"
0.66,0.9,3,250,24,0,0,0,"sales","low"
0.59,0.97,3,258,18,0,0,0,"accounting","low"
0.13,0.65,2,209,61,0,0,0,"accounting","low"
0.68,0.74,4,215,35,0,0,0,"accounting","low"
0.5,0.81,3,183,33,0,0,0,"hr","low"
0.6,0.82,3,143,36,0,0,0,"hr","low"
0.87,0.98,3,174,40,0,0,0,"hr","low"
0.51,0.89,6,170,48,0,0,0,"hr","low"
0.78,0.63,3,202,15,0,0,0,"technical","low"
0.66,0.96,4,160,27,0,0,0,"technical","medium"
0.72,0.73,5,211,28,0,0,0,"technical","medium"
0.57,0.98,3,236,30,1,0,0,"technical","medium"
0.5,0.49,4,236,39,0,0,0,"technical","medium"
0.72,0.62,4,252,17,1,0,0,"technical","medium"
0.41,0.48,3,155,30,1,0,0,"technical","medium"
0.55,0.65,5,138,24,0,0,0,"technical","medium"
0.49,0.94,4,195,35,1,0,0,"technical","medium"
0.8,0.94,3,150,33,0,0,0,"technical","medium"
0.78,0.51,3,172,30,0,0,0,"technical","medium"
0.69,0.56,3,240,34,0,0,0,"support","medium"
0.83,0.98,3,229,81,0,0,0,"support","medium"
0.89,0.73,3,169,47,0,0,0,"support","high"
0.94,0.82,3,246,42,0,0,0,"support","low"
0.51,0.53,4,260,29,1,0,0,"support","medium"
0.89,0.9,4,101,73,0,0,0,"support","medium"
0.99,0.69,3,190,31,0,0,0,"support","medium"
0.79,0.66,3,154,57,0,0,0,"support","medium"
0.98,0.97,4,196,48,0,0,0,"support","low"
0.98,0.97,3,209,45,0,0,0,"support","low"
0.97,0.67,4,223,43,0,0,0,"support","low"
0.71,0.71,4,221,41,0,0,0,"technical","low"
0.49,0.6,4,141,42,0,0,0,"technical","low"
0.72,0.71,3,135,43,0,0,0,"technical","low"
0.58,0.61,2,191,41,1,0,0,"management","low"
0.65,1,4,195,29,0,0,0,"IT","low"
0.18,0.55,5,217,48,0,0,0,"IT","low"
0.83,0.99,4,184,41,0,0,0,"IT","low"
0.2,0.76,5,188,37,0,0,0,"IT","low"
0.96,0.93,6,240,73,0,0,0,"IT","low"
0.59,0.69,4,226,37,0,0,0,"product_mng","low"
0.97,0.99,3,196,27,0,0,0,"product_mng","low"
0.14,0.99,6,251,55,0,0,0,"product_mng","low"
0.75,0.96,4,150,20,0,0,0,"product_mng","low"
0.71,0.63,3,249,35,0,0,0,"IT","low"
0.84,0.52,4,251,38,0,0,0,"RandD","low"
0.57,0.75,5,252,31,0,0,0,"RandD","medium"
0.46,0.55,5,261,61,0,0,0,"RandD","medium"
0.77,0.94,4,225,21,0,0,0,"RandD","medium"
0.44,0.65,2,151,41,0,0,0,"RandD","medium"
0.68,0.59,4,147,24,0,0,0,"marketing","medium"
0.94,0.58,4,159,35,0,0,0,"sales","medium"
0.73,0.91,4,241,25,1,0,0,"accounting","medium"
0.51,0.5,5,176,62,0,0,0,"support","medium"
0.93,0.87,4,218,53,0,0,0,"technical","medium"
0.74,1,4,219,38,0,0,0,"management","medium"
0.82,0.9,3,227,38,0,0,0,"marketing","medium"
0.86,0.91,4,182,23,0,0,0,"marketing","medium"
0.99,0.86,4,196,21,1,0,0,"marketing","high"
0.58,0.86,4,257,33,0,0,0,"sales","low"
0.96,0.6,5,182,55,0,0,0,"sales","medium"
0.72,0.67,4,192,40,0,0,0,"sales","medium"
0.23,0.94,4,142,44,0,0,0,"sales","medium"
0.99,0.79,4,172,27,0,0,0,"sales","medium"
0.95,0.58,4,188,43,0,0,0,"sales","low"
0.75,0.55,5,281,36,1,0,0,"sales","low"
0.95,0.54,4,255,26,0,0,0,"sales","low"
0.97,0.84,3,223,35,0,0,0,"sales","low"
0.98,0.86,2,219,50,0,0,0,"sales","low"
0.79,0.98,3,195,30,0,0,0,"sales","low"
0.54,0.91,2,156,36,0,0,0,"sales","low"
0.51,0.51,5,259,46,0,0,0,"sales","low"
0.83,0.91,4,266,38,1,0,0,"sales","low"
0.6,0.7,3,147,23,0,0,0,"sales","low"
0.58,0.83,4,207,49,0,0,0,"sales","low"
0.55,0.68,3,185,20,0,0,0,"sales","low"
0.5,0.64,5,195,16,0,0,0,"sales","low"
0.46,0.41,6,148,48,0,0,0,"sales","low"
0.61,0.82,3,157,17,0,0,0,"accounting","low"
0.91,0.98,4,146,30,0,0,0,"accounting","low"
0.5,0.94,3,262,42,0,0,0,"accounting","low"
0.75,0.82,3,169,36,0,0,0,"hr","low"
0.74,0.87,3,192,36,1,0,0,"hr","low"
0.62,0.53,4,147,27,0,0,0,"hr","low"
0.87,0.76,5,254,34,1,0,0,"hr","low"
0.13,0.72,3,244,47,0,0,0,"technical","medium"
0.71,0.43,2,100,70,0,0,0,"technical","medium"
0.7,0.9,3,173,21,0,0,0,"technical","medium"
0.32,0.87,2,197,25,1,0,0,"technical","medium"
0.84,0.72,3,256,52,0,0,0,"technical","medium"
0.79,0.87,4,253,13,0,0,0,"technical","medium"
0.97,0.64,4,152,26,0,0,0,"technical","medium"
0.76,0.58,5,136,36,0,0,0,"technical","medium"
0.97,0.63,3,141,41,0,0,0,"technical","medium"
0.53,0.4,5,212,33,1,0,0,"technical","medium"
0.61,0.57,4,144,35,0,0,0,"technical","medium"
0.94,0.89,2,118,44,0,0,0,"support","medium"
0.52,0.79,5,265,39,1,0,0,"support","high"
0.91,0.67,3,143,45,0,0,0,"support","low"
0.52,0.63,3,230,22,0,0,0,"support","medium"
0.59,0.68,5,243,28,0,0,0,"support","medium"
0.61,0.71,3,152,51,1,0,0,"support","medium"
0.78,0.78,3,252,41,0,0,0,"support","medium"
0.44,0.67,3,113,24,0,0,0,"support","low"
0.8,0.97,4,259,20,0,0,0,"support","low"
0.54,0.6,4,139,58,0,0,0,"support","low"
0.96,0.91,4,228,33,1,0,0,"support","low"
0.98,0.49,4,214,42,0,0,0,"technical","low"
0.83,0.91,4,210,43,0,0,0,"technical","low"
0.64,0.89,4,146,37,0,0,0,"technical","low"
0.51,0.78,3,155,33,0,0,0,"management","low"
0.31,0.42,2,169,68,0,0,0,"IT","low"
0.53,0.68,3,258,37,0,0,0,"IT","low"
0.81,0.53,3,258,20,0,0,0,"IT","low"
0.17,0.85,3,168,45,0,0,0,"IT","low"
0.72,0.98,3,211,20,0,0,0,"IT","low"
0.49,0.49,2,245,33,0,0,0,"product_mng","low"
0.81,0.95,3,204,20,0,0,0,"product_mng","low"
0.75,0.98,2,161,31,0,0,0,"product_mng","low"
0.74,0.73,3,267,44,0,0,0,"product_mng","low"
0.82,0.73,3,183,43,0,0,0,"IT","low"
0.36,0.4,2,105,33,0,0,0,"RandD","low"
0.89,0.55,3,260,17,0,0,0,"RandD","low"
0.78,0.87,3,183,60,0,0,0,"RandD","low"
0.81,0.56,4,262,28,0,0,0,"RandD","medium"
0.61,0.78,4,244,50,0,0,0,"RandD","medium"
0.23,0.96,4,242,70,0,0,0,"marketing","medium"
0.73,1,4,146,34,0,0,0,"sales","medium"
0.4,0.65,4,252,71,0,0,0,"accounting","medium"
0.99,0.63,5,229,24,0,0,0,"support","medium"
0.62,0.54,4,170,33,0,0,0,"technical","medium"
0.61,0.93,3,250,50,0,0,0,"management","medium"
0.9,0.98,2,243,34,0,0,0,"marketing","medium"
0.93,0.67,4,135,39,1,0,0,"marketing","medium"
0.52,0.75,4,266,38,0,0,0,"marketing","medium"
0.77,0.72,4,223,34,0,0,0,"sales","medium"
0.59,0.76,4,234,40,0,0,0,"sales","high"
0.51,0.59,4,187,35,0,0,0,"sales","low"
0.67,0.95,3,229,31,0,0,0,"sales","medium"
0.95,0.65,3,155,21,1,0,0,"sales","medium"
0.75,0.76,3,246,44,0,0,0,"sales","medium"
0.54,0.61,3,152,35,0,0,0,"sales","medium"
0.45,0.71,2,172,23,0,0,0,"sales","low"
0.66,0.66,4,255,61,0,0,0,"sales","low"
0.36,0.69,3,98,17,0,0,0,"sales","low"
0.3,0.47,6,141,77,0,0,0,"sales","low"
0.61,0.63,4,146,44,1,0,0,"sales","low"
0.71,0.7,4,213,37,0,0,0,"sales","low"
0.6,0.99,4,160,31,0,0,0,"sales","low"
0.19,0.61,3,272,47,0,0,0,"sales","low"
0.91,1,4,125,47,0,0,0,"sales","medium"
0.98,0.69,3,152,20,0,0,0,"sales","medium"
0.9,0.78,3,162,17,0,0,0,"sales","medium"
0.73,0.94,3,251,67,0,0,0,"sales","medium"
0.52,0.56,3,225,35,0,0,0,"accounting","medium"
0.77,0.56,3,236,45,1,0,0,"accounting","medium"
0.98,0.62,3,203,31,0,0,0,"accounting","medium"
0.79,0.5,4,252,41,1,0,0,"hr","medium"
0.73,0.91,3,135,27,0,0,0,"hr","medium"
0.97,0.95,3,257,21,0,0,0,"hr","medium"
0.38,0.6,5,145,61,0,0,0,"hr","medium"
0.59,0.48,5,267,36,0,0,0,"technical","medium"
0.73,0.79,4,208,60,0,0,0,"technical","medium"
0.84,0.53,4,206,28,0,0,0,"technical","medium"
0.61,0.59,4,247,20,0,0,0,"technical","medium"
0.79,0.78,2,228,19,0,0,0,"technical","medium"
0.73,0.91,4,248,27,1,0,0,"technical","medium"
0.22,0.9,4,209,62,0,0,0,"technical","medium"
0.84,0.52,5,171,36,0,0,0,"technical","medium"
0.21,0.85,6,221,61,0,0,0,"technical","medium"
0.44,0.69,2,173,26,0,0,0,"technical","medium"
0.2,0.52,5,218,57,0,0,0,"technical","medium"
0.51,0.86,4,223,26,1,0,0,"support","medium"
0.55,0.98,3,169,28,0,0,0,"support","medium"
0.24,0.38,6,109,15,0,0,0,"support","medium"
0.65,0.77,4,273,25,0,0,0,"support","high"
0.44,0.42,3,178,38,0,0,0,"support","high"
0.98,0.67,4,189,45,0,0,0,"support","high"
0.69,0.8,5,203,27,1,0,0,"support","high"
0.71,0.56,3,177,54,0,0,0,"support","high"
0.54,0.71,5,253,14,1,0,0,"support","high"
0.77,0.98,3,273,39,0,0,0,"support","high"
0.53,0.43,2,139,37,0,0,0,"support","high"
0.64,0.72,3,185,21,1,0,0,"technical","high"
0.69,0.59,5,182,46,0,0,0,"technical","high"
0.93,0.71,5,270,19,0,0,0,"technical","high"
0.58,0.65,3,139,50,0,0,0,"management","high"
0.33,0.46,5,261,77,1,0,0,"IT","low"
0.95,0.57,3,238,46,0,0,0,"IT","low"
0.65,0.9,3,241,33,0,0,0,"IT","low"
0.9,0.7,3,223,21,0,0,0,"IT","low"
0.59,0.8,3,258,37,1,0,0,"IT","low"
0.88,0.55,4,205,44,0,0,0,"product_mng","low"
0.63,0.83,4,243,47,0,0,0,"product_mng","low"
0.53,0.61,4,198,22,0,0,0,"product_mng","low"
0.63,0.64,4,178,41,0,0,0,"product_mng","low"
0.96,0.76,4,158,44,0,0,0,"IT","low"
0.7,0.73,3,194,22,0,0,0,"RandD","low"
0.73,0.36,4,253,21,1,0,0,"RandD","low"
